Id,LotArea,Street,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
436,15578,Pave,Corner,6,5,2006,2006,728,728,728,1456,2,1,3,1,8,0,Attchd,2006,2,429,2006,172785
437,7931,Pave,Inside,5,6,1960,1960,1269,1269,0,1269,1,1,3,1,6,1,Detchd,1964,1,308,2008,155000
438,5784,Pave,Inside,5,8,1938,1996,190,886,0,886,1,0,2,1,4,0,Attchd,1938,1,273,2009,91300
439,7879,Pave,Inside,4,5,1920,1950,720,720,0,720,1,0,2,1,4,0,NA,NA,0,0,2009,34900
440,12692,Pave,Inside,8,5,1992,1993,3200,3228,0,3228,3,0,4,1,10,1,Attchd,1992,2,546,2007,430000
441,9120,Pave,Inside,7,6,1925,1950,1026,1133,687,1820,2,0,4,1,8,0,Detchd,1925,1,240,2008,184000
442,7800,Pave,Inside,5,7,1967,2004,864,899,0,899,1,0,3,1,5,0,Attchd,1967,1,288,2009,130000
443,7535,Pave,Inside,5,7,1958,1985,912,912,0,912,1,0,2,1,5,0,Attchd,1958,1,297,2007,120000
444,1890,Pave,Inside,6,5,1973,1973,672,672,546,1218,1,1,3,1,7,0,Detchd,1973,1,264,2007,113000
445,9803,Pave,Inside,7,5,2005,2005,866,866,902,1768,2,1,3,1,7,0,Attchd,2005,2,603,2008,226700
446,9170,Pave,Corner,5,7,1965,1965,1214,1214,0,1214,1,0,2,1,6,0,Detchd,1965,2,461,2007,140000
447,15602,Pave,Inside,7,8,1959,1997,1501,1801,0,1801,2,0,1,1,6,2,Attchd,1959,2,484,2010,289000
448,2308,Pave,Inside,6,5,1974,1974,855,855,467,1322,2,1,3,1,6,1,Attchd,1974,2,440,2009,147000
449,7596,Pave,Inside,5,5,1952,1952,960,960,1000,1960,2,0,4,2,10,0,Detchd,1952,2,400,2009,124500
450,9554,Pave,Inside,8,5,1993,1994,777,1065,846,1911,2,1,3,1,8,1,Attchd,1993,2,471,2006,215000
451,7862,Pave,Inside,6,5,2009,2009,1218,1218,0,1218,2,0,2,1,4,0,Attchd,2009,2,676,2009,208300
452,9600,Pave,Inside,7,9,1928,2005,689,689,689,1378,2,0,3,1,7,1,Detchd,1928,2,360,2008,161000
453,9600,Pave,Corner,5,6,1959,1959,1041,1041,0,1041,1,0,3,1,6,0,Attchd,1959,1,270,2009,124500
454,14559,Pave,Inside,5,7,1951,2000,1008,1363,0,1363,1,0,2,1,6,2,CarPort,1951,1,288,2009,164900
455,6792,Pave,Inside,7,5,2005,2006,1368,1368,0,1368,2,0,2,1,6,1,Attchd,2005,2,474,2006,202665
456,9100,Pave,Corner,5,5,1958,1958,864,864,0,864,1,0,3,1,5,0,Detchd,1964,2,624,2006,129900
457,9187,Pave,Corner,6,5,1983,1983,1084,1080,0,1080,1,1,3,1,5,0,Attchd,1983,2,484,2007,134000
458,10594,Pave,Inside,5,5,1926,1950,768,789,0,789,1,0,2,1,5,0,Detchd,1926,1,200,2007,96500
459,12220,Pave,Inside,10,5,2009,2009,2006,2020,0,2020,2,1,3,1,9,1,Attchd,2009,3,900,2009,402861
460,10448,Pave,Corner,6,6,1972,1972,689,1378,741,2119,2,1,3,1,7,1,Attchd,1972,2,583,2009,158000
461,10208,Pave,Inside,7,5,1996,1997,1264,1277,1067,2344,2,1,3,1,7,1,Attchd,1996,3,889,2009,265000
462,9531,Pave,CulDSac,6,5,1998,1998,794,882,914,1796,2,1,3,1,7,0,Attchd,1998,2,546,2007,211000
463,10918,Pave,Inside,7,9,1926,2004,1276,1276,804,2080,1,1,3,1,9,2,Detchd,1926,1,282,2009,234000
464,10800,Pave,Inside,4,7,1900,2000,0,694,600,1294,2,0,3,2,7,0,NA,NA,0,0,2008,106250
465,11988,Pave,Corner,6,6,1957,1957,1244,1244,0,1244,1,1,3,1,6,2,Attchd,1957,1,336,2007,150000
466,5000,Pave,Corner,6,7,1947,1950,1004,1004,660,1664,2,0,3,1,7,2,Detchd,1950,2,420,2006,159000
467,40094,Pave,Inside,10,5,2007,2008,3138,3138,1538,4676,3,1,3,1,11,1,BuiltIn,2007,3,884,2007,184750
468,11787,Pave,Inside,7,5,1996,1997,1379,1383,1015,2398,2,1,3,1,8,1,Attchd,1996,3,834,2007,315750
469,7500,Pave,Inside,7,5,2005,2005,1257,1266,0,1266,2,0,3,1,6,1,Attchd,2005,2,453,2006,176000
470,13300,Pave,Inside,5,7,1956,2000,928,928,0,928,1,0,2,1,4,0,Attchd,1956,1,252,2007,132000
471,14948,Pave,Inside,9,5,2008,2008,1452,1476,1237,2713,2,1,3,1,11,1,Attchd,2008,3,858,2008,446261
472,9098,Pave,Inside,4,7,1920,2002,528,605,0,605,1,0,2,1,5,0,NA,NA,0,0,2007,86000
473,32668,Pave,CulDSac,6,3,1957,1975,2035,2515,0,2515,3,0,4,2,9,2,Attchd,1975,2,484,2007,200624
474,10200,Pave,Inside,6,5,1988,1989,1461,1509,0,1509,2,0,3,1,5,1,Attchd,1988,2,600,2008,175000
475,6155,Pave,FR3,6,8,1920,1999,611,751,611,1362,2,0,3,1,6,0,Detchd,1920,2,502,2008,128000
476,7200,Pave,Inside,5,7,1955,2007,0,827,0,827,1,0,2,1,5,1,Detchd,1967,1,392,2010,107500
477,5000,Pave,Inside,1,3,1946,1950,0,334,0,334,1,0,1,1,2,0,NA,NA,0,0,2007,39300
478,9056,Pave,Inside,8,5,2004,2004,707,707,707,1414,2,1,3,1,6,1,Attchd,2004,2,403,2006,178000
479,7000,Pave,Inside,5,7,1910,1991,1117,820,527,1347,1,0,3,1,5,0,NA,NA,0,0,2008,107500
480,8924,Pave,CulDSac,7,5,1998,1999,880,880,844,1724,2,1,3,1,8,0,Attchd,1998,2,527,2008,188000
481,12735,Pave,FR2,4,5,1972,1972,864,864,0,864,1,0,3,1,5,0,Detchd,1980,2,576,2008,111250
482,11553,Pave,Inside,5,5,1968,1968,1051,1159,0,1159,1,1,3,1,7,1,Attchd,1968,1,336,2006,158000
483,11423,Pave,Inside,8,5,2001,2002,1581,1601,0,1601,2,0,3,1,6,1,Attchd,2001,2,670,2010,272000
484,14601,Pave,Inside,9,5,2006,2006,1838,1838,0,1838,2,0,2,1,8,1,Attchd,2006,3,765,2009,315000
485,11000,Pave,FR2,8,5,2000,2000,969,997,1288,2285,2,1,4,1,8,1,BuiltIn,2000,3,648,2007,248000
486,10140,Pave,Inside,7,5,1998,1999,1650,1680,0,1680,2,0,3,1,7,1,Attchd,1998,2,583,2009,213250
487,4058,Pave,Inside,7,5,1998,1998,723,767,0,767,1,0,1,1,4,0,Attchd,1998,1,367,2007,133000
488,17104,Pave,Inside,7,5,2006,2006,654,664,832,1496,2,1,3,1,7,1,Attchd,2006,2,426,2006,179665
489,13837,Pave,Corner,7,5,1988,1988,1204,1377,806,2183,2,1,4,1,9,0,Attchd,1988,3,786,2006,229000
490,8737,Pave,Inside,6,7,1923,1950,1065,915,720,1635,1,1,3,1,6,1,Detchd,1950,2,440,2007,210000
491,7244,Pave,Inside,5,7,1970,1970,768,768,0,768,1,0,2,1,5,0,Detchd,1987,2,624,2007,129500
492,8235,Pave,Inside,5,7,1955,1995,825,825,0,825,1,0,2,1,4,0,Detchd,1963,2,720,2008,125000
493,9375,Pave,Inside,7,5,2003,2004,912,912,1182,2094,2,1,4,1,8,1,BuiltIn,2003,2,615,2009,263000
494,4043,Pave,Inside,6,6,1977,1977,1069,1069,0,1069,2,0,2,1,4,0,Attchd,1977,2,440,2008,140000
495,6000,Pave,Inside,5,6,1957,1957,928,928,0,928,1,0,3,1,5,0,Attchd,1957,1,288,2008,112500
496,11146,Pave,Inside,8,5,2006,2006,1709,1717,0,1717,2,0,3,1,7,1,Attchd,2006,3,908,2009,255500
497,8777,Pave,Inside,4,5,1949,2003,0,1126,0,1126,2,0,2,1,5,0,Detchd,2002,2,520,2009,108000
498,10625,Pave,Inside,7,5,2003,2004,998,1006,1040,2046,2,1,3,1,8,1,BuiltIn,2003,3,871,2008,284000
499,6380,Pave,Inside,5,6,1922,1950,993,1048,0,1048,1,0,2,1,5,1,Detchd,1922,1,280,2006,113000
500,14850,Pave,Inside,5,5,1957,1957,1092,1092,0,1092,1,0,2,1,6,1,Attchd,1957,1,299,2006,141000
501,11040,Pave,Inside,4,6,1920,1950,637,897,439,1336,1,1,3,1,7,0,CarPort,1994,1,570,2006,108000
502,21872,Pave,FR2,7,5,1996,1997,729,729,717,1446,2,1,3,1,6,1,Attchd,1996,2,406,2008,175000
503,3196,Pave,Inside,7,5,2003,2004,1374,1557,0,1557,2,0,2,1,7,1,Attchd,2003,2,420,2006,234000
504,11341,Pave,Inside,5,6,1957,1996,1392,1392,0,1392,1,1,3,1,5,1,Detchd,1957,2,528,2010,121500
505,10010,Pave,Inside,5,5,1974,1975,1389,1389,0,1389,1,0,2,1,6,1,Attchd,1975,2,418,2006,170000
506,13907,Pave,Inside,5,6,1940,1969,996,996,0,996,1,0,3,1,6,1,NA,NA,0,0,2008,108000
507,21780,Pave,Inside,6,7,1918,1950,1163,1163,511,1674,2,0,4,1,8,1,Detchd,1955,2,396,2008,185000
508,13346,Pave,CulDSac,7,5,1992,2000,1095,1166,1129,2295,2,1,4,1,9,1,Attchd,1992,2,590,2006,268000
509,6858,Pave,Corner,6,4,1915,1950,806,841,806,1647,1,1,4,1,6,0,Detchd,1920,1,216,2010,128000
510,11198,Pave,Inside,9,5,2005,2007,1122,1134,1370,2504,2,1,4,1,11,1,BuiltIn,2005,3,656,2008,325000
511,10171,Pave,Inside,7,5,2004,2004,1517,1535,0,1535,2,0,3,1,7,0,Attchd,2004,2,532,2010,214000
512,12327,Pave,Inside,8,8,1983,2009,1496,1496,636,2132,1,1,1,1,5,1,BuiltIn,1983,2,612,2009,316600
513,7032,Pave,Corner,5,5,1979,1979,943,943,0,943,1,0,2,1,4,2,Detchd,1979,2,600,2006,135960
514,13101,Pave,Inside,5,5,1965,1965,1728,1728,0,1728,2,0,6,2,10,0,Detchd,1987,2,576,2008,142600
515,7332,Pave,Inside,6,6,1959,1959,864,864,0,864,1,0,2,1,4,0,Attchd,1959,1,288,2006,120000
516,13159,Pave,Corner,7,5,2009,2009,846,846,846,1692,2,1,3,1,6,0,Attchd,2009,2,650,2009,224500
517,9967,Pave,Inside,7,5,2000,2000,384,774,656,1430,2,1,3,1,8,1,BuiltIn,2000,2,400,2007,170000
518,10500,Pave,FR2,5,7,1971,2005,372,576,533,1109,1,0,3,1,5,0,BuiltIn,1971,1,288,2007,139000
519,8480,Pave,Inside,5,5,1947,1950,832,832,384,1216,1,0,2,1,6,0,Detchd,1947,1,336,2008,118500
520,6292,Pave,Inside,7,7,1928,1950,861,877,600,1477,2,0,3,1,6,1,Detchd,1928,1,216,2009,145000
521,11777,Pave,Inside,5,6,1966,1966,1164,1320,0,1320,1,0,3,1,6,2,Attchd,1966,2,564,2006,164500
522,3604,Pave,Corner,7,5,2007,2007,689,703,689,1392,2,0,2,1,5,0,Detchd,2007,2,540,2008,146000
523,12150,Pave,Inside,5,5,1954,1954,1050,1050,745,1795,2,0,4,1,7,0,Attchd,1954,1,352,2008,131500
524,14585,Pave,CulDSac,6,6,1960,1987,1144,1429,0,1429,1,0,3,1,7,2,Attchd,1960,2,572,2007,181900
525,12704,Pave,Inside,8,5,2008,2009,2042,2042,0,2042,2,1,3,1,8,1,Attchd,2009,3,1390,2009,253293
526,11841,Grvl,Inside,6,5,1990,1990,816,816,0,816,1,0,3,1,5,0,NA,NA,0,0,2007,118500
527,13500,Pave,Inside,10,9,1893,2000,1237,1521,1254,2775,3,1,3,1,9,1,Detchd,1988,2,880,2008,325000
528,6120,Pave,Inside,4,7,1935,1995,884,989,584,1573,1,0,3,1,6,0,Detchd,1935,1,240,2009,133000
529,11443,Pave,Inside,8,5,2005,2006,1868,2028,0,2028,2,0,2,1,7,2,Attchd,2005,3,880,2006,369900
530,10267,Pave,Inside,6,7,1918,2000,816,838,0,838,1,0,2,1,5,0,Detchd,1961,1,275,2008,130000
531,8740,Pave,Inside,5,6,1982,1982,840,860,0,860,1,0,2,1,4,0,Detchd,1996,2,528,2009,137000
532,25095,Pave,Inside,5,8,1968,2003,1437,1473,0,1473,1,0,1,1,5,2,Attchd,1968,1,452,2009,143000
533,9100,Pave,Inside,5,6,1930,1960,742,779,0,935,1,0,2,1,4,0,Detchd,1988,1,308,2008,79500
534,8320,Pave,Inside,7,5,2004,2004,770,770,812,1582,2,1,3,1,6,0,Attchd,2004,2,520,2008,185900
535,13478,Pave,Corner,10,5,2008,2008,1722,1728,568,2296,2,1,3,1,10,1,BuiltIn,2008,3,842,2009,451950
536,6600,Pave,Inside,5,8,1982,2003,816,816,0,816,1,0,2,1,4,0,Detchd,1985,2,816,2008,138000
537,4435,Pave,Inside,6,5,2003,2003,848,848,0,848,1,0,1,1,4,0,Attchd,2003,2,420,2009,140000
538,7990,Pave,Inside,5,6,1975,1975,924,924,0,924,1,0,3,1,5,0,Detchd,1981,1,280,2008,110000
539,11302,Pave,Inside,8,5,2005,2006,1814,1826,0,1826,2,0,3,1,7,1,Attchd,2005,3,758,2006,319000
540,3600,Pave,Inside,6,7,1910,1993,684,684,684,1368,1,0,3,1,7,0,Detchd,1930,1,216,2006,114504
541,3922,Pave,Inside,7,5,2006,2007,1258,1402,0,1402,0,2,2,1,7,1,Attchd,2006,3,648,2007,194201
542,12984,Pave,Inside,5,6,1977,1977,1430,1647,0,1647,2,0,3,1,7,1,Attchd,1977,2,621,2006,217500
543,1950,Pave,Inside,6,6,1980,1980,716,716,840,1556,2,1,3,1,6,1,Attchd,1980,2,452,2008,151000
544,10927,Pave,Inside,8,5,2005,2005,1058,1058,846,1904,2,1,3,1,8,1,BuiltIn,2003,2,736,2006,275000
545,9000,Pave,Inside,6,6,1937,1950,780,780,595,1375,1,1,3,1,6,1,Detchd,1979,1,544,2007,141000
546,10041,Pave,Inside,8,5,1992,1992,908,927,988,1915,2,1,3,1,8,1,Attchd,1992,2,506,2006,220000
547,3182,Pave,Inside,7,5,2004,2005,600,600,600,1200,2,1,2,1,4,0,Detchd,2004,2,480,2010,151000
548,12803,Pave,Inside,7,5,2002,2002,1494,1494,0,1494,2,0,3,1,6,1,Attchd,2002,2,530,2008,221000
549,13600,Pave,Inside,7,6,1965,1990,768,1186,800,1986,2,1,3,1,7,3,Attchd,1965,2,486,2009,205000
550,12464,Pave,Corner,5,5,1996,1996,1040,1040,0,1040,1,0,3,1,6,0,Detchd,2000,2,576,2009,152000
551,7800,Pave,Inside,5,8,1948,2002,896,1112,896,2008,3,0,3,1,8,0,Attchd,1948,1,230,2006,225000
552,12168,Pave,Inside,8,6,1934,1998,965,1940,1254,3194,2,1,4,1,10,2,Basment,1934,2,380,2007,359100
553,7943,Pave,Inside,4,5,1961,1961,1029,1029,0,1029,1,0,3,1,5,0,Attchd,1961,1,261,2007,118500
554,11050,Pave,Inside,9,5,2000,2000,1440,1476,677,2153,2,1,3,1,8,2,Attchd,2000,3,736,2009,313000
555,10395,Pave,FR2,6,6,1978,1978,1032,1032,0,1032,2,0,3,1,6,1,Attchd,1978,2,564,2007,148000
556,11885,Pave,Inside,8,5,2001,2001,1299,1299,573,1872,2,1,3,1,7,1,BuiltIn,2001,2,531,2009,261500
557,8402,Pave,Inside,5,5,2007,2007,1120,1120,0,1120,1,0,3,1,6,0,NA,NA,0,0,2007,147000
558,1491,Pave,Inside,4,6,1972,1972,630,630,0,630,1,0,1,1,3,0,NA,NA,0,0,2010,75500
559,8800,Pave,Inside,6,7,1963,1963,936,1054,0,1054,1,0,3,1,6,0,Attchd,1963,2,480,2010,137500
560,7861,Pave,Inside,6,5,2002,2003,783,807,702,1509,2,1,3,1,7,1,Attchd,2002,2,393,2006,183200
561,7227,Pave,Corner,6,6,1954,1954,832,832,0,832,1,0,2,1,4,0,Detchd,1962,2,528,2008,105500
562,11694,Pave,Inside,9,5,2007,2007,1822,1828,0,1828,2,0,3,1,9,1,Attchd,2007,3,774,2007,314813
563,12244,Pave,Inside,8,5,2003,2003,1482,1482,780,2262,2,1,4,1,10,2,Attchd,2003,3,749,2008,305000
564,8248,Pave,Inside,3,3,1914,1950,864,864,0,864,1,0,2,1,5,0,NA,NA,0,0,2008,67000
565,10800,Pave,Inside,6,7,1974,1997,1522,1548,1066,2614,2,1,4,1,9,1,Attchd,1974,2,624,2008,240000
566,7064,Pave,Inside,5,6,1977,1977,980,980,0,980,1,0,3,1,6,0,Detchd,1986,2,484,2009,135000
567,2117,Pave,Inside,6,5,2000,2000,756,756,756,1512,2,1,2,1,4,1,Detchd,2000,2,440,2007,168500
568,10400,Pave,Inside,6,5,1972,1972,732,1012,778,1790,1,2,4,1,8,1,Attchd,1972,2,484,2006,165150
569,10000,Pave,Corner,6,6,1962,1962,1116,1116,0,1116,1,1,3,1,5,0,Attchd,1962,2,440,2010,160000
570,12342,Pave,Inside,5,5,1960,1978,978,1422,0,1422,1,0,3,1,6,1,Attchd,1960,1,286,2007,139900
571,9600,Pave,Inside,6,6,1955,1972,1156,1520,0,1520,1,0,3,1,7,2,Basment,1955,1,364,2010,153000
572,11606,Pave,Inside,5,5,1969,1969,1040,1040,1040,2080,1,2,5,1,9,2,Attchd,1969,2,504,2007,135000
573,9020,Pave,Corner,6,5,1964,1964,1248,1350,0,1350,1,1,3,1,6,0,Attchd,1964,2,520,2008,168500
574,9000,Pave,Corner,5,6,1880,1991,636,1089,661,1750,1,0,3,1,8,0,Detchd,1937,1,240,2006,124000
575,4590,Pave,Inside,8,5,2006,2006,1554,1554,0,1554,2,0,2,1,6,1,Attchd,2006,2,627,2007,209500
576,11900,Pave,Inside,7,5,1977,1977,1386,1411,0,1411,2,0,3,1,6,1,Attchd,1977,2,544,2009,82500
577,9250,Pave,Corner,5,7,1954,2005,1056,1056,0,1056,1,0,3,1,6,0,Attchd,1954,1,260,2007,139400
578,6979,Pave,Inside,6,5,1980,1980,1056,1056,0,1056,0,0,0,2,4,0,Detchd,1980,2,576,2010,144000
579,10896,Pave,Inside,6,7,1914,1995,1440,1440,1440,3395,2,0,8,2,14,0,NA,NA,0,0,2007,200000
580,6120,Pave,Inside,2,3,1936,1950,264,800,0,800,1,0,1,1,4,1,NA,NA,0,0,2009,60000
581,6000,Pave,Inside,5,4,1954,1954,811,811,576,1387,2,0,3,2,7,0,BuiltIn,1954,1,256,2009,93000
582,8777,Pave,Inside,5,7,1910,1950,796,796,0,796,1,0,2,1,4,0,NA,NA,0,0,2008,85000
583,3982,Pave,Inside,8,5,2006,2006,1520,1567,0,1567,2,0,1,1,7,1,Attchd,2006,3,648,2006,264561
584,12677,Pave,Inside,8,5,2003,2004,1518,1518,0,1518,1,1,1,1,6,1,Attchd,2003,2,588,2008,274000
585,7050,Pave,Inside,7,5,2001,2001,1057,1057,872,1929,2,1,3,1,7,1,Attchd,2001,2,650,2007,226000
586,13860,Pave,Inside,8,7,1972,1995,1952,2000,704,2704,2,1,4,1,9,3,Attchd,1972,2,538,2009,345000
587,10793,Pave,Inside,5,5,1969,1969,780,780,840,1620,2,1,4,1,7,0,Attchd,1969,2,462,2007,152000
588,9187,Pave,Inside,9,5,2009,2009,1766,1766,0,1766,2,1,2,1,7,1,Attchd,2009,3,478,2009,370878
589,10530,Pave,Corner,6,5,1971,1971,981,981,0,981,1,1,3,1,5,0,Detchd,1979,2,576,2007,143250
590,7200,Pave,Inside,5,5,1950,1950,0,1048,0,1048,1,0,3,1,7,0,Detchd,1950,2,420,2008,98300
591,10452,Pave,Inside,6,5,1953,1953,1094,1094,0,1094,1,0,3,1,5,2,Attchd,1953,2,495,2008,155000
592,7700,Pave,Inside,6,5,1966,1966,756,1051,788,1839,1,1,4,1,7,1,Attchd,1966,2,442,2010,155000
593,1936,Pave,Inside,4,6,1970,1970,630,630,0,630,1,0,1,1,3,0,NA,NA,0,0,2007,84500
594,8125,Pave,Inside,7,6,2007,2007,813,822,843,1665,2,1,3,1,7,0,Attchd,2007,2,562,2008,205950
595,9084,Pave,Inside,4,5,1940,1950,755,755,755,1510,1,0,4,1,7,1,Detchd,1940,1,296,2009,108000
596,8750,Pave,Inside,7,5,1996,1996,880,909,807,1716,2,1,2,1,7,1,Attchd,1996,2,512,2009,191000
597,10320,Pave,Inside,6,7,1906,1995,756,756,713,1469,1,0,3,1,7,0,Detchd,1906,1,216,2008,135000
598,10437,Pave,Inside,8,6,1995,1995,2109,2113,0,2113,2,1,2,1,7,1,Attchd,1995,3,839,2008,350000
599,1680,Pave,Inside,6,5,1971,1971,525,525,567,1092,1,1,3,1,6,0,Detchd,1971,1,264,2010,88000
600,10007,Pave,Inside,5,7,1959,2006,1053,1053,0,1053,1,1,3,1,5,0,Attchd,1959,1,312,2008,145500
601,7200,Pave,Inside,7,6,1931,2000,776,851,651,1502,1,1,3,1,6,1,Attchd,1931,1,270,2008,149000
602,17503,Pave,Inside,6,5,1948,1950,912,912,546,1458,1,0,3,1,6,1,Attchd,1948,1,330,2010,97500
603,9937,Pave,Corner,5,7,1964,1999,1486,1486,0,1486,1,0,3,1,7,0,Detchd,1968,2,480,2009,167000
604,12384,Pave,CulDSac,7,7,1976,1976,793,1142,793,1935,2,1,3,1,7,1,Attchd,1976,2,550,2007,197900
605,46589,Pave,CulDSac,8,7,1994,2005,1629,1686,762,2448,2,1,4,1,8,1,Attchd,1994,3,711,2009,402000
606,13560,Pave,Corner,6,3,1968,1968,1392,1392,0,1392,1,0,2,1,5,2,Attchd,1968,2,576,2009,110000
607,10012,Pave,Inside,4,5,1972,1972,1138,1181,0,1181,2,0,3,1,6,0,Detchd,1974,2,588,2008,137500
608,20896,Pave,CulDSac,8,5,2005,2006,2077,2097,0,2097,1,1,1,1,8,1,Attchd,2005,3,1134,2006,423000
609,11194,Pave,Corner,8,5,2000,2000,1406,1454,482,1936,2,1,3,1,7,1,Attchd,2000,2,504,2006,230500
610,18450,Pave,Inside,6,5,1965,1979,1021,1465,915,2380,2,1,3,1,7,1,CarPort,1965,2,596,2007,129000
611,8125,Pave,Inside,6,5,1994,1998,1408,1679,0,1679,2,0,3,1,7,1,Attchd,1994,2,575,2008,193500
612,14175,Pave,Corner,5,6,1956,1987,1188,1437,0,1437,1,1,3,1,6,1,Detchd,1999,2,576,2006,168000
613,11600,Pave,Inside,4,5,1922,1950,700,1180,0,1180,1,0,2,1,5,1,Detchd,1922,1,252,2006,137500
614,8633,Pave,FR2,6,5,2005,2005,738,738,738,1476,2,1,3,1,7,0,Attchd,2005,2,540,2009,173500
615,6629,Pave,Inside,6,6,1925,1950,672,697,672,1369,2,0,3,1,6,0,Detchd,1930,1,300,2009,103600
616,11250,Pave,Inside,6,6,1977,1977,1208,1208,0,1208,1,1,3,1,6,1,Attchd,1977,2,546,2006,165000
617,14442,Pave,Inside,6,7,1957,2004,1477,1839,0,1839,2,0,3,1,7,2,Attchd,1957,2,416,2007,257500
618,9200,Pave,Inside,6,6,1965,1965,1136,1136,0,1136,1,0,3,1,5,1,Attchd,1965,1,384,2008,140000
619,2289,Pave,Inside,6,6,1978,1978,855,855,586,1441,2,1,3,1,7,1,Attchd,1978,2,440,2009,148500
620,9600,Pave,Inside,4,2,1900,1950,1095,1095,679,1774,2,0,4,2,8,0,2Types,1920,3,779,2006,87000
621,9022,Pave,Inside,5,8,1924,2006,768,792,0,792,1,0,2,1,5,0,Detchd,1924,1,240,2009,109500
622,11844,Pave,Inside,8,5,2008,2008,2046,2046,0,2046,2,1,3,1,7,1,Attchd,2008,3,834,2009,372500
623,9945,Pave,Inside,5,5,1961,1961,988,988,0,988,1,0,3,1,5,0,Detchd,1963,2,572,2007,128500
624,8012,Pave,Inside,6,5,1980,1980,923,923,0,923,2,0,2,1,5,1,Attchd,1980,1,264,2010,143000
625,4500,Pave,Inside,5,5,1932,2000,793,848,672,1520,1,0,3,1,6,0,Detchd,1968,1,281,2009,159434
626,2887,Pave,Inside,6,5,1996,1997,1291,1291,0,1291,1,0,2,1,6,1,Attchd,1996,2,431,2008,173000
627,11248,Pave,Corner,9,5,2002,2002,1626,1668,0,1668,2,0,3,1,7,1,Attchd,2002,3,702,2007,285000
628,16770,Pave,CulDSac,7,5,1998,1998,1195,1195,644,1839,2,1,4,1,7,0,Attchd,1998,2,486,2010,221000
629,5062,Pave,CulDSac,7,5,1984,1984,1190,1190,900,2090,2,0,3,1,6,1,Attchd,1984,2,577,2007,207500
630,10207,Pave,Inside,7,6,2007,2007,874,874,887,1761,3,0,3,1,7,0,Attchd,2007,2,578,2007,227875
631,5105,Pave,FR2,7,5,2004,2004,551,551,551,1102,2,1,2,1,4,0,Detchd,2004,2,480,2007,148800
632,8089,Pave,Inside,8,6,2007,2007,1419,1419,0,1419,2,0,2,1,7,1,Attchd,2007,2,567,2007,392000
633,7577,Pave,Corner,6,5,2005,2006,1362,1362,0,1362,2,0,2,1,6,1,Attchd,2005,2,460,2007,194700
634,4426,Pave,Inside,6,5,2004,2004,848,848,0,848,1,0,1,1,3,1,Attchd,2004,2,420,2008,141000
635,21535,Pave,Corner,10,6,1994,1995,2444,2444,1872,4316,3,1,4,1,10,2,Attchd,1994,3,832,2007,755000
636,26178,Pave,Inside,7,5,1989,1990,1210,1238,1281,2519,2,1,4,1,9,2,Attchd,1989,2,628,2006,335000
637,5400,Pave,Corner,5,6,1921,1968,1073,1073,0,1073,1,0,2,1,4,0,Detchd,1968,1,326,2006,108480
638,6120,Pave,Corner,5,6,1936,1950,927,1067,472,1539,1,1,3,1,5,0,Detchd,1995,2,576,2009,141500
639,13811,Pave,Inside,6,6,1987,1987,1112,1137,0,1137,2,0,2,1,5,1,Attchd,1987,2,551,2006,176000
640,6000,Pave,Inside,5,7,1921,1950,616,616,0,616,1,0,2,1,4,0,Detchd,1921,1,205,2006,89000
641,6420,Pave,Inside,5,7,1952,1952,980,1148,0,1148,1,0,2,1,6,0,Detchd,1952,1,308,2006,123500
642,8450,Pave,Inside,5,8,1965,2009,894,894,0,894,1,0,3,1,5,1,Detchd,1973,1,336,2010,138500
643,4282,Pave,Inside,7,5,2004,2004,1391,1391,0,1391,2,0,2,1,5,0,Attchd,2004,2,530,2008,196000
644,14331,Pave,Inside,8,5,2002,2002,1800,1800,0,1800,2,0,3,1,7,1,Attchd,2002,3,765,2006,312500
645,9600,Pave,Inside,7,5,1969,1969,1164,1164,0,1164,1,1,3,1,6,0,Attchd,1969,2,528,2006,140000
646,12438,Pave,Inside,8,5,2006,2006,1234,1264,1312,2576,2,1,4,1,10,1,BuiltIn,2006,3,666,2006,361919
647,7630,Pave,Inside,5,9,1900,1996,360,1032,780,1812,2,0,4,2,8,1,Detchd,1999,2,672,2010,140000
648,8400,Pave,Inside,7,5,2004,2005,1473,1484,0,1484,2,0,3,1,7,0,Attchd,2004,2,606,2010,213000
649,5600,Pave,Inside,4,5,1930,1950,0,372,720,1092,2,0,3,2,7,0,NA,NA,0,0,2010,55000
650,115149,Pave,CulDSac,7,5,1971,2002,1643,1824,0,1824,2,0,2,1,5,2,Attchd,1971,2,739,2007,302000
651,6240,Pave,Inside,8,5,2006,2006,1324,1324,0,1324,2,0,2,1,6,1,Attchd,2006,2,550,2009,254000
652,9018,Pave,Inside,7,5,2007,2007,728,728,728,1456,2,1,3,1,8,1,Attchd,2007,2,400,2007,179540
653,7162,Pave,Inside,5,7,1966,1966,876,904,0,904,1,0,3,1,6,0,Attchd,1966,1,408,2008,109900
654,4130,Pave,Inside,3,6,1935,2003,270,729,0,729,1,0,2,1,5,0,NA,NA,0,0,2008,52000
